comment_text,identity_attack_x,bias,target,category,rationale
What the heck is a pure Republican?  Corrupt Bastards Club?  Take taxpayers money and overseas bank your own?  Bash homosexuals when you have given birth to a homosexual Phyllis Schalfly and Dick Cheney take the nation into two wars Iraq and Afghanistan and rack up 7 trillion?  Support deregulation and bankrupt the nation?  You mean that kind of pure Republicanism?  Tell the truth without red ears.,0.518518519,bias,,lgbtq,
Yo Rahm I understand you dont care how many blacks kill each other in your city but this sanctuary nonsense is ridiculous ,0.6375,bias,blacks,race,prejudice against blacks
Just goes to show how gullible white America is.  To go with the town butcher for brain surgery.  Unbelievable.  Enjoy Trump supporters.  You deserve it.,0.253333333,bias,whites,race,prejudice against whites
Please provide some sort of backup...ANY fact...that supports this statement.  AfricanAmericans are on the bottom last hired and first fired not because they dont work but because they are black.,0.8,neutral,,none,
the level of paranoia and delusional thinking on the catholic religious right is astonishing. forget about francis he is lost one of the beasts out of Revelation.,0.5,bias,catholics,religion,prejudice against catholics
Nothing is true for everybody.  But we need to have rules and common practice is to establish them based on what is commonly understood not the exceptions like effeminate men.,0.5,bias,men,gender,prejudice against men
Could it be that black service folks proportionally commit more criminal offenses than others?  Nah could never happen.,0.5,neutral,,none,
So if this is accurate which I doubt extremists Muslims attack and kill Britons in Britain and there is a backlash against extremist Muslims by Britons in Britain.  Go figure.,0.9,bias,muslims,religion,prejudice against muslims
So how do we deal with BLACK ON BLACK crime? Make sure that black criminals know they should make sure to target victims of all races? Tell us your solution.,0.8,bias,blacks,race,prejudice against blacks
When is someone or something going to take these old rascist white men and drive a stake through their hearts and end this madness? Bring it on white idiots I can see the packs forming already. Takes me back to the good old days in Munich...,0.710526316,bias,whites,race,prejudice against whites
Anything negative involving the 2nd Amendment showing support for abortion treating gays as equal citizens or treating Muslims the same way other than that they would support him even if he decided to round up political undesirables and jail them.,0.7,bias,"gays,muslims","lgbtq,religion",prejudice against gays and muslims
Seig heil Heil Trump So anyone who is nonwhite is a plague to you. Attend Prevos church do you?,0.539473684,bias,non whites,race,prejudice against non-whites
In essence hockey is a sport played by white folks for white folks and Canadas white folks mostly still deny there are racial prejudices in the country: they might think they see it but they dont and they certainly dont get it.  The Penguins and the NHL are simply willfully blind to the society around them.,0.6,bias,whites,race,prejudice against whites
You declare that homosexual acts are immoral and evil.  I declare that you are evil for trying to devastate a group of people just for being who they are.  So whose declaration should carry greater weight?,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals
And yet ANOTHER angry white guy mass slaughters. Maybe Mexico should build a wall to keep white dudes out.,0.728571429,bias,whites,race,prejudice against whites
Philosophically Islam and The Third Reich are very much akin: both want to exterminate Jews homosexuals and all who disagree with them women are little more than baby factories and they want to take over the world. They are the same to me but one is considered a force for good for humanity and the other is not.,0.783673469,bias,muslims,religion,prejudice against muslims
So Negros are 12 percent of the population sadly.  NFL is 80 percent black players.  NFL head coach 25 percent.    Opps wrong topic.  Black Vance must go.  His IQ is too low and he looks totally lost.  He is lucky to have a win at all.  Chargers and Raiders almost beat us in the end.  I see no trace whatsoever of the Broncos of past on offense.  Vance must swallow hard and admit Semen is not his thing.,0.5125,bias,blacks,race,prejudice against blacks
Is the author suggesting that it is OK to align with the  USA that has invaded Iraq Afghanistan and drone attacked Pakistan and Yemen etc and a new president who has very racist views on Mexicans and Muslims.,0.5,bias,muslims,religion,prejudice against muslims
Fredrica...Go back to the Ghetto where you belong....You are not even worthy of being called a black American...,0.539473684,bias,blacks,race,prejudice against blacks
With friends like that who needs enemies? The devilish White man has a propensity for violence and bloodshed. Without violence and genocidal murder there would be no United Snakes of AmeriKKKa.,0.7,bias,"whites,Ku Klux Klan","race, political","prejudice against whites,Ku Klux Klan"
Yes some men are scumbags.  Yes some women are scumbags.  Did anything real happen in the world while the focus of the NA press was on this story?,0.275,neutral,,none,
So you use sexist quotes to make an argument that there isnt sexism in science and you apparently agree that women are lesser scientists.  You even selfexcluded yourself because youre too emotional according to your other post.  Its pathetic when women act in the service of male superiority.,0.5,bias,women,gender,prejudice against women than men
Ah yes...original sin.  The Christians excuse for rotten behavior.  They were BORN in sin.  Of course this overlooks Jesus admonishment that children are ...of the Kingdom of Heaven.  Perhaps theyre merely quick studies...,0.833333333,bias,christians,religion,prejudice towards christians
Absolufreakinlutely there is. The stereotype of the fat loud stupid American didnt materialize from thin air. The world would be still be laughing at them if there wasnt the very real possibility that trailer trash rule will take us all down with it.,0.263157895,bias,americans,race,prejudice against americans
You clealy missed this part then HUgh  to reflect our goal of maximizing the number of people who apply which will ensure that government appointments reflect the diversity of Canada.   AKA Were gonna hire all the indians asians blacks and sikhs. And avoid hiring white people as much as possible.,0.7,bias,whites,race,prejudice against whites
